id,retweet_count,favorite_count,followers_count
803380650405482500,2169,8601,3200897
803321560782307329,6221,0,3200897
803276597545603072,2887,11207,3200897
802952499103731712,2336,10085,3200897
802624713319034886,3403,0,3200897
802600418706604034,1714,7938,3200897
802572683846291456,2926,9959,3200897
802323869084381190,6808,18124,3200898
802265048156610565,1573,7039,3200898
802247111496568832,5247,0,3200898
802239329049477120,3040,10132,3200898
802185808107208704,314,0,3200898
801958328846974976,1992,8608,3200898
801854953262350336,275,1958,3200898
801538201127157760,2391,9141,3200898
801285448605831168,960,6802,3200898
801167903437357056,6961,27386,3200898
801127390143516673,4627,0,3200898
801115127852503040,2429,8992,3200898
800859414831898624,113,778,3200898
800855607700029440,1889,0,3200898
800751577355128832,3214,11701,3200898
800513324630806528,3495,14685,3200898
800459316964663297,2489,10538,3200898
800443802682937345,5068,0,3200898
800388270626521089,3265,12456,3200898
800188575492947969,4581,0,3200898
800141422401830912,2980,17092,3200898
800018252395122689,15351,31768,3200898
799774291445383169,5488,0,3200898
799757965289017345,2506,9390,3200898
799422933579902976,2213,8965,3200898
799308762079035393,6478,0,3200898
799297110730567681,3227,11065,3200898
799063482566066176,2863,9058,3200898
798933969379225600,5203,14712,3200898
798925684722855936,1663,8246,3200898
798705661114773508,7724,0,3200898
798701998996647937,9126,0,3200898
798697898615730177,7602,0,3200898
798694562394996736,5812,0,3200898
798686750113755136,2702,0,3200898
798682547630837760,5515,0,3200899
798673117451325440,6485,0,3200899
798665375516884993,4519,0,3200899
798644042770751489,2153,0,3200899
798628517273620480,2272,0,3200899
798585098161549313,6618,0,3200900
798576900688019456,6871,0,3200900
798340744599797760,3924,0,3200900
798209839306514432,2954,11548,3200900
797971864723324932,3652,13018,3200900
797545162159308800,5656,16198,3200900
797236660651966464,7726,22328,3200900
797165961484890113,32,256,3200900
796904159865868288,10411,0,3200900
796865951799083009,2198,8564,3200900
796759840936919040,3562,13256,3200900
796563435802726400,8536,0,3200900
796484825502875648,2042,8472,3200900
796387464403357696,4861,12334,3200900
796177847564038144,16628,0,3200900
796149749086875649,16628,36177,3200900
796125600683540480,2079,5511,3200900
796116448414461957,2813,10139,3200900
796080075804475393,2703,9469,3200900
796031486298386433,4284,12071,3200900
795464331001561088,27728,55683,3200900
795400264262053889,3323,11270,3200900
795076730285391872,6288,18139,3200900
794983741416415232,3942,0,3200900
794926597468000259,2697,11492,3200900
794355576146903043,12014,0,3200900
794332329137291264,3088,10686,3200900
794205286408003585,3895,10314,3200900
793962221541933056,5711,18910,3200900
793845145112371200,2187,10295,3200900
793614319594401792,3661,0,3200900
793601777308463104,1908,8926,3200900
793500921481273345,2786,11953,3200900
793286476301799424,10723,27597,3200900
793271401113350145,2763,9677,3200900
793256262322548741,9714,22350,3200901
793241302385262592,3812,11780,3200901
793226087023144960,3338,11001,3200901
793210959003287553,3301,9997,3200901
793195938047070209,6547,17063,3200901
793180763617361921,2310,7740,3200901
793165685325201412,3238,10478,3200901
793150605191548928,1984,6909,3200901
793135492858580992,2893,7214,3200901
793120401413079041,4551,14202,3200901
792913359805018113,4715,16063,3200901
792883833364439040,4964,12666,3200901
792773781206999040,1963,8209,3200901
792394556390137856,4998,15128,3200901
792050063153438720,2088,8029,3200901
791821351946420224,24514,0,3200901
791784077045166082,11271,0,3200809
791780927877898241,4432,0,3200901
791774931465953280,21156,37818,3200901
791672322847637504,3661,13129,3200901
791406955684368384,4797,14670,3200901
791312159183634433,2963,9841,3200901
791026214425268224,4858,0,3200901
790987426131050500,2483,11089,3200901
790946055508652032,5496,18601,3200901
790723298204217344,2704,0,3200901
790698755171364864,2203,9158,3200901
790581949425475584,8183,22473,3200901
790337589677002753,2167,8740,3200901
790277117346975746,3732,14081,3200901
790227638568808452,4190,0,3200901
789986466051088384,2704,10369,3200901
789960241177853952,4839,0,3200901
789903600034189313,4858,11673,3200901
789628658055020548,2080,8448,3200901
789599242079838210,2279,7620,3200901
789530877013393408,3942,13188,3200901
789314372632018944,2666,9615,3200901
789280767834746880,5747,0,3200901
789268448748703744,3014,10196,3200901
789137962068021249,3244,10875,3200901
788908386943430656,14409,30653,3200901
788765914992902144,12014,30658,3200901
788552643979468800,8407,0,3200901
788412144018661376,5990,16060,3200901
788178268662984705,2488,8100,3200901
788150585577050112,1510,6865,3200901
788070120937619456,3952,0,3200901
788039637453406209,1535,6867,3200901
787810552592695296,3540,9717,3200901
787717603741622272,3240,11416,3200901
787397959788929025,3300,12120,3200901
787322443945877504,2032,8726,3200901
787111942498508800,7798,0,3200901
786963064373534720,9327,29725,3200901
786729988674449408,2827,0,3200901
786709082849828864,7069,20296,3200901
786664955043049472,2996,11957,3200901
786595970293370880,3601,10497,3200901
786363235746385920,4072,12189,3200901
786286427768250368,3352,8930,3200901
786233965241827333,5571,17178,3200901
786051337297522688,179,1614,3200901
786036967502913536,8237,0,3200901
785927819176054784,3652,12696,3200901
785872687017132033,2130,7489,3200901
785639753186217984,2561,8735,3200901
785533386513321988,2334,10183,3200901
785515384317313025,1477,6800,3200901
785264754247995392,1911,8128,3200901
785170936622350336,5639,13491,3200901
784826020293709826,3712,11310,3200901
784517518371221505,2970,10039,3200901
784431430411685888,1491,6329,3200901
784183165795655680,9374,22513,3200901
784057939640352768,12953,33505,3200901
783839966405230592,12643,33689,3200901
783821107061198850,2269,8209,3200901
783695101801398276,3737,11650,3200901
783466772167098368,2608,9468,3200901
783391753726550016,6441,18908,3200901
783347506784731136,6533,0,3200901
783334639985389568,13616,32651,3200901
783085703974514689,2565,9112,3200901
782969140009107456,8521,26949,3200901
782747134529531904,1604,8310,3200901
782722598790725632,6238,19250,3200901
782598640137187329,2184,8694,3200901
782305867769217024,6470,18630,3200901
782021823840026624,7236,0,3200901
781955203444699136,3920,12357,3200901
781661882474196992,3129,11634,3200901
781655249211752448,1314,4466,3200901
781524693396357120,6426,23163,3200901
781308096455073793,2961,7973,3200901
781251288990355457,2458,9428,3200901
781163403222056960,3168,10895,3200901
780931614150983680,8536,24192,3200901
780858289093574656,2328,8033,3200901
780800785462489090,1505,6141,3200901
780601303617732608,3839,13525,3200901
780543529827336192,2032,7040,3200901
780496263422808064,4319,0,3200901
780476555013349377,136,0,3200901
780459368902959104,1224,5892,3200901
780192070812196864,2589,9712,3200901
780092040432480260,2655,0,3200901
780074436359819264,5815,13723,3200901
779834332596887552,8237,21252,3200901
779377524342161408,3613,9831,3200901
779124354206535695,21324,0,3200901
779123168116150273,4207,13206,3200901
779056095788752897,5247,16500,3200901
778990705243029504,8437,22342,3200901
778774459159379968,11550,0,3200901
778764940568104960,426,955,3200901
778748913645780993,1562,7717,3200901
778650543019483137,1729,6430,3200901
778624900596654080,1176,5177,3200901
778408200802557953,5023,15135,3200902
778396591732486144,14198,0,3200902
778383385161035776,1271,6515,3200902
778286810187399168,3836,11576,3200902
778039087836069888,3065,9417,3200902
778027034220126208,1885,7320,3200810
777953400541634568,4080,0,3200902
777885040357281792,1893,7078,3200902
777684233540206592,3403,12518,3200902
777641927919427584,4947,0,3200902
777621514455814149,2910,9742,3200902
777189768882946048,4999,15921,3200902
776819012571455488,15839,0,3200902
776813020089548800,1405,5444,3200902
776477788987613185,3249,9858,3200902
776249906839351296,10673,0,3200902
776218204058357768,18497,33345,3200902
776201521193218049,2919,10681,3200902
776113305656188928,5068,13102,3200902
776088319444877312,179,2045,3200902
775898661951791106,17621,0,3200902
775842724423557120,3116,13022,3200902
775733305207554048,4627,15413,3200902
775729183532220416,5302,14361,3200902
775364825476165632,3472,8295,3200903
775350846108426240,4532,11309,3200903
775096608509886464,9220,0,3200903
775085132600442880,5488,17281,3200903
774757898236878852,2035,9462,3200903
774639387460112384,2013,7508,3200904
774314403806253056,6478,24167,3200904
773985732834758656,4492,11925,3200904
773922284943896577,1999,7110,3200904
773704687002451968,1891,7317,3200904
773670353721753600,1501,5935,3200904
773547596996571136,7126,24553,3200904
773336787167145985,5912,0,3200904
773308824254029826,8640,25846,3200904
773247561583001600,3699,10414,3200904
773191612633579521,4736,11117,3200904
772877495989305348,4501,9555,3200904
772826264096874500,2669,8842,3200904
772615324260794368,3914,0,3200904
772581559778025472,1968,7192,3200904
772193107915964416,1612,6665,3200904
772152991789019136,1300,4181,3200905
772117678702071809,848,4165,3200905
772114945936949249,546,3005,3200905
772102971039580160,1065,4448,3200905
771908950375665664,2181,7298,3200905
771770456517009408,3924,13356,3200905
771500966810099713,3018,9167,3200905
771380798096281600,5912,11746,3200905
771171053431250945,8705,0,3200905
771136648247640064,3357,10223,3200905
771102124360998913,1663,6898,3200905
771014301343748096,1782,7032,3200905
770787852854652928,1415,5498,3200905
770772759874076672,1626,5749,3200905
770743923962707968,52360,0,3200905
770655142660169732,2013,8130,3200905
770414278348247044,2390,6987,3200905
770293558247038976,1718,6923,3200905
770093767776997377,3520,0,3200905
770069151037685760,2651,8385,3200905
769940425801170949,11131,34948,3200905
769695466921623552,1926,7101,3200906
769335591808995329,8830,0,3200906
769212283578875904,1969,5980,3200906
768970937022709760,7574,16017,3200906
768909767477751808,3129,0,3200906
768855141948723200,1034,4660,3200906
768609597686943744,1382,4580,3200906
768596291618299904,1473,5592,3200906
768554158521745409,6719,0,3200906
768473857036525572,3958,15110,3200906
