id,retweet_count,favorite_count,followers_count
768193404517830656,4080,12157,3200906
767884188863397888,1634,5309,3200906
767754930266464257,6221,17814,3200906
767500508068192258,2688,8295,3200906
767191397493538821,4406,13643,3200906
767122157629476866,3261,11227,3200906
766864461642756096,6521,0,3200906
766793450729734144,1565,5650,3200906
766714921925144576,438,2872,3200906
766693177336135680,918,4484,3200906
766423258543644672,1825,6671,3200906
766313316352462849,2166,7493,3200906
766078092750233600,2970,0,3200906
766069199026450432,1003,4765,3200906
766008592277377025,571,4149,3200906
765719909049503744,2475,8021,3200906
765669560888528897,1407,5760,3200907
765395769549590528,3127,20539,3200907
765371061932261376,2475,7842,3200907
765222098633691136,3914,12902,3200907
764857477905154048,2029,7099,3200907
764259802650378240,1745,6718,3200907
763956972077010945,61,812,3200907
763837565564780549,4858,14041,3200907
763183847194451968,1702,6004,3200907
763167063695355904,3484,0,3200907
763103485927849985,2602,8163,3200907
762699858130116608,4190,13518,3200907
762471784394268675,7612,12571,3200907
762464539388485633,4839,11503,3200908
762316489655476224,1298,5350,3200908
762035686371364864,17919,35400,3200908
761976711479193600,2310,5992,3200908
761750502866649088,4535,0,3200816
761745352076779520,979,4707,3200908
761672994376806400,33421,55016,3200908
761599872357261312,1336,4578,3200908
761371037149827077,20500,0,3200908
761334018830917632,1669,5792,3200908
761292947749015552,1265,4957,3200908
761227390836215808,1775,5908,3200908
761004547850530816,3952,12482,3200908
760893934457552897,1104,4228,3200908
760656994973933572,2210,7343,3200908
760641137271070720,1481,5485,3200908
760539183865880579,4168,8399,3200908
760521673607086080,1608,4681,3200908
760290219849637889,13140,29618,3200908
760252756032651264,995,4338,3200908
760190180481531904,2079,6334,3200908
760153949710192640,38,0,3200908
759943073749200896,2382,6581,3200908
759923798737051648,6521,16284,3200908
759846353224826880,2265,7433,3200908
759793422261743616,2173,6620,3200908
759566828574212096,24319,0,3200908
759557299618865152,1341,5202,3200908
759447681597108224,2827,9418,3200908
759446261539934208,561,1846,3200908
759197388317847553,2221,6725,3200908
759159934323924993,1359,0,3200908
759099523532779520,4813,16101,3200908
759047813560868866,2302,7227,3200908
758854675097526272,1027,3904,3200908
758828659922702336,4376,12376,3200908
758740312047005698,1824,6339,3200942
758474966123810816,1132,4227,3200942
758467244762497024,2539,5316,3200942
758405701903519748,2204,5756,3200942
758355060040593408,1245,3797,3200943
758099635764359168,11550,21302,3200943
758041019896193024,433,3001,3200943
757741869644341248,3710,7613,3200943
757729163776290825,9299,0,3200943
757725642876129280,1391,5022,3200943
757611664640446465,1272,5026,3200943
757597904299253760,336,0,3200943
757596066325864448,1219,4808,3200943
757400162377592832,7759,16743,3200943
757393109802180609,2009,6462,3200943
757354760399941633,1637,4995,3200943
756998049151549440,2271,6923,3200943
756939218950160384,2295,7342,3200943
756651752796094464,1511,5612,3200943
756526248105566208,4169,11506,3200943
756303284449767430,1231,4359,3200943
756288534030475264,15071,28519,3200943
756275833623502848,1738,7114,3200943
755955933503782912,3285,8092,3200943
755206590534418437,6148,18212,3200943
755110668769038337,12621,23446,3200943
754874841593970688,9193,0,3200943
754856583969079297,2870,7616,3200943
754747087846248448,591,2854,3200943
754482103782404096,2220,5852,3200943
754449512966619136,846,4147,3200943
754120377874386944,2670,8655,3200943
754011816964026368,4079,9726,3200943
753655901052166144,2492,6458,3200943
753420520834629632,4071,8731,3200943
753398408988139520,2186,6384,3200943
753375668877008896,2655,8411,3200943
753298634498793472,6620,0,3200943
753294487569522689,1191,3758,3200943
753039830821511168,24013,41080,3200943
753026973505581056,1109,4283,3200943
752932432744185856,7798,13970,3200943
752917284578922496,1790,7592,3200943
752701944171524096,3291,0,3200943
752682090207055872,1846,6642,3200943
752660715232722944,1794,4878,3200943
752568224206688256,2605,6140,3200943
752519690950500352,3917,8157,3200943
752334515931054080,1263,4238,3200943
752309394570878976,18963,0,3200943
752173152931807232,2106,6569,3200943
751950017322246144,1060,3415,3200943
751937170840121344,1530,5770,3200943
751830394383790080,2227,6428,3200943
751793661361422336,3320,6479,3200943
751598357617971201,3440,8699,3200943
751583847268179968,1265,4849,3200943
751538714308972544,1445,5547,3200943
751456908746354688,1127,3516,3200943
751251247299190784,6695,13791,3200943
751205363882532864,2086,6948,3200943
751132876104687617,1480,5610,3200943
750868782890057730,1595,5306,3200943
750719632563142656,5747,14621,3200943
750506206503038976,1316,4934,3200943
750429297815552001,4947,14569,3200943
750383411068534784,1309,5005,3200943
750381685133418496,39,758,3200943
750147208377409536,1095,3409,3200943
750132105863102464,1440,3990,3200943
750117059602808832,1466,4740,3200943
750101899009982464,959,3344,3200943
750086836815486976,613,2383,3200943
750071704093859840,3802,8653,3200943
750056684286914561,1011,3444,3200943
750041628174217216,703,3502,3200943
750026558547456000,888,2986,3200943
750011400160841729,1035,3568,3200943
749996283729883136,919,3331,3200943
749981277374128128,2772,5569,3200943
749774190421639168,1493,5114,3200943
749417653287129088,1904,6721,3200943
749403093750648834,622,2892,3200943
749395845976588288,3951,9488,3200943
749317047558017024,2509,6076,3200943
749075273010798592,2360,6353,3200943
749064354620928000,1714,5277,3200943
749036806121881602,896,3425,3200943
748977405889503236,3759,11235,3200943
748932637671223296,2564,6461,3200943
748705597323898880,1067,3047,3200943
748699167502000129,1814,5213,3200943
748692773788876800,1504,4659,3200851
748575535303884801,2272,6696,3200943
748568946752774144,776,2411,3200943
748346686624440324,1413,5735,3200943
748337862848962560,4701,8462,3200943
748324050481647620,867,4078,3200943
748307329658011649,810,4027,3200943
748220828303695873,8825,15549,3200943
747963614829678593,2444,6397,3200943
747933425676525569,2894,7310,3200943
747885874273214464,1116,3243,3200943
747844099428986880,851,3084,3200943
747816857231626240,1316,5346,3200943
747651430853525504,179,1520,3200943
747648653817413632,6614,14182,3200943
747600769478692864,619,2545,3200943
747594051852075008,1205,4065,3200943
747512671126323200,1803,6110,3200943
747461612269887489,1169,4249,3200943
747439450712596480,2184,5965,3200943
747242308580548608,3257,0,3200943
747219827526344708,1791,5792,3200943
747204161125646336,1038,3722,3200943
747103485104099331,4548,10534,3200943
746906459439529985,336,3168,3200943
746872823977771008,2429,6593,3200943
746818907684614144,1944,5807,3200943
746790600704425984,1806,5345,3200943
746757706116112384,4432,10520,3200943
746726898085036033,2037,6648,3200943
746542875601690625,2104,5520,3200943
746521445350707200,1110,0,3200943
746507379341139972,1226,5094,3200943
746369468511756288,1854,6637,3200943
746131877086527488,2511,7565,3200943
746056683365994496,931,3904,3200943
745789745784041472,1207,4437,3200943
745712589599014916,2636,7652,3200943
745433870967832576,2894,7824,3200943
745422732645535745,2768,9412,3200943
745314880350101504,3131,7863,3200943
745074613265149952,3976,8605,3200943
745057283344719872,2585,7945,3200943
744995568523612160,716,3277,3200943
744971049620602880,3042,8652,3200943
744709971296780288,1771,6150,3200943
744334592493166593,2412,7443,3200943
744234799360020481,79515,131075,3200943
744223424764059648,424,1868,3200943
743980027717509120,1231,4551,3200943
743895849529389061,1087,3999,3200943
743835915802583040,2387,0,3200943
743609206067040256,1560,4917,3200943
743595368194129920,7445,20275,3200943
743545585370791937,1066,3863,3200943
743510151680958465,4185,8671,3200943
743253157753532416,1366,4624,3200943
743222593470234624,2164,6792,3200943
743210557239623680,1560,4215,3200943
742534281772302336,4011,7744,3200943
742528092657332225,2245,4878,3200943
742465774154047488,4382,7916,3200943
742423170473463808,4319,10812,3200943
742385895052087300,2266,7457,3200943
742161199639494656,1547,4743,3200943
742150209887731712,1783,5661,3200943
741793263812808706,1698,4982,3200943
741743634094141440,3144,8945,3200943
741438259667034112,937,4026,3200943
741303864243200000,3650,9631,3200943
741099773336379392,6247,10997,3200943
741067306818797568,3520,10342,3200943
740995100998766593,3154,7018,3200943
740711788199743490,1062,3736,3200943
740699697422163968,888,3101,3200943
740676976021798912,7724,19881,3200851
740373189193256964,9220,20648,3200943
740365076218183684,495,2727,3200943
740359016048689152,967,3610,3200943
740214038584557568,2220,7335,3200943
739979191639244800,6719,21898,3200943
739932936087216128,1217,4443,3200943
739844404073074688,966,4138,3200943
739623569819336705,1547,4185,3200943
739606147276148736,1876,5897,3200943
739544079319588864,24319,43694,3200943
739485634323156992,3309,7887,3200943
739238157791694849,52360,75163,3200943
738891149612572673,6,115,3200943
738885046782832640,1283,4127,3200943
738883359779196928,917,3661,3200943
738537504001953792,1759,5575,3200943
738402415918125056,955,3599,3200943
738184450748633089,1360,4727,3200943
738166403467907072,3828,9635,3200943
738156290900254721,748,2768,3200943
737826014890496000,2006,5757,3200943
737800304142471168,3904,10943,3200943
737678689543020544,1509,5528,3200943
737445876994609152,5048,11302,3200943
737322739594330112,907,3953,3200943
737310737551491075,8329,16040,3200943
736736130620620800,1972,4736,3200943
736392552031657984,8407,19450,3200943
736365877722001409,1408,4367,3200943
736225175608430592,3115,8901,3200943
736010884653420544,3355,8652,3200943
735991953473572864,1283,3934,3200944
735648611367784448,1237,4397,3200944
735635087207878657,2659,6776,3200944
735274964362878976,4707,9629,3200944
735256018284875776,993,3675,3200944
735137028879360001,1092,3428,3200944
734912297295085568,572,2993,3200944
734787690684657664,7102,13745,3200944
734776360183431168,608,2742,3200944
734559631394082816,451,1646,3200944
733828123016450049,881,3926,3200944
733822306246479872,1141,4015,3200944
733482008106668032,1065,3438,3200944
733460102733135873,1451,4605,3200944
733109485275860992,17621,44619,3200944
732732193018155009,599,2671,3200944
732726085725589504,1003,3855,3200944
732585889486888962,868,4016,3200944
732375214819057664,2838,8832,3200944
732005617171337216,6154,16324,3200944
731285275100512256,1090,3798,3200944
731156023742988288,1434,4196,3200944
730924654643314689,2234,6682,3200944
730573383004487680,2435,5407,3200944
730427201120833536,1176,3809,3200944
730211855403241472,1182,4180,3200944
730196704625098752,2172,5339,3200944
729854734790754305,1268,4396,3200944
729838605770891264,431,1856,3200944
729823566028484608,1390,4358,3200944
729463711119904772,2586,6340,3200944
729113531270991872,370,2054,3200944
728986383096946689,917,3460,3200944
728760639972315136,1911,5090,3200944
728751179681943552,757,3032,3200944
728653952833728512,1169,3620,3200944
728409960103686147,2269,5383,3200944
728387165835677696,1075,3999,3200944
728046963732717569,1328,4722,3200944
728035342121635841,1872,4953,3200945
728015554473250816,1219,4479,3200945
727685679342333952,720,3206,3200945
727644517743104000,1962,6431,3200945
727524757080539137,1379,4900,3200945
727314416056803329,834,3623,3200945
727286334147182592,920,3324,3200945
727175381690781696,1540,4209,3200945
727155742655025152,1490,3983,3200945
726935089318363137,2738,7496,3200945
726887082820554753,1677,4195,3200945
726828223124897792,1124,3882,3200945
726224900189511680,1302,4811,3200945
725842289046749185,2970,7691,3200945
725786712245440512,1527,4537,3200945
725729321944506368,2009,5646,3200945
725458796924002305,703,1541,3200945
724983749226668032,1462,4040,3200945
724771698126512129,725,2593,3200945
724405726123311104,1847,5800,3200945
724049859469295616,1984,4738,3200945
724046343203856385,620,2901,3200945
724004602748780546,1790,4561,3200945
723912936180330496,1374,4236,3200945
723688335806480385,3347,8435,3200945
723673163800948736,1011,3291,3200945
723179728551723008,2110,5761,3200945
722974582966214656,1764,4493,3200945
722613351520608256,1831,5393,3200945
721503162398597120,2124,5086,3200945
721001180231503872,686,2748,3200945
720785406564900865,866,3400,3200945
720775346191278080,760,2702,3200945
720415127506415616,1681,4503,3200945
720389942216527872,2840,6974,3200945
720340705894408192,1098,3131,3200945
720059472081784833,1268,4229,3200945
720043174954147842,2253,5332,3200945
719991154352222208,1979,5281,3200945
719704490224398336,1645,4974,3200945
719551379208073216,2192,5515,3200945
719367763014393856,827,3022,3200945
719339463458033665,1403,4822,3200944
719332531645071360,1078,3711,3200944
718971898235854848,1231,3818,3200944
718939241951195136,1973,5720,3200944
718631497683582976,9126,20697,3200944
718613305783398402,542,2669,3200944
718540630683709445,1137,2730,3200944
718460005985447936,602,2846,3200944
718454725339934721,1685,5320,3200944
718246886998687744,565,2115,3200944
718234618122661888,1127,4217,3200944
717841801130979328,670,2660,3200944
717790033953034240,1272,3170,3200944
717537687239008257,2069,6281,3200944
717428917016076293,510,1748,3200945
717421804990701568,945,3446,3200945
717047459982213120,2135,6826,3200945
717009362452090881,1102,3583,3200945
716802964044845056,1317,4627,3200945
716791146589110272,1474,5204,3200945
716730379797970944,475,1339,3200945
716447146686459905,6643,14327,3200945
716439118184652801,247,2574,3200945
716285507865542656,1225,3041,3200945
716080869887381504,1935,5272,3200945
715928423106027520,987,3485,3200945
715758151270801409,1596,4085,3200945
715733265223708672,1920,5093,3200945
715704790270025728,634,3055,3200945
715696743237730304,1454,4257,3200945
715680795826982913,1813,4719,3200945
715360349751484417,1772,5955,3200946
715342466308784130,768,3294,3200946
715220193576927233,736,2630,3200947
715200624753819648,2110,5578,3200947
715009755312439296,1392,4550,3200947
714982300363173890,1166,4094,3200947
714962719905021952,4816,8028,3200947
714957620017307648,1595,4503,3200947
714631576617938945,1122,3571,3200947
714606013974974464,1038,3938,3200947
714485234495041536,1313,2962,3200947
714258258790387713,808,3281,3200947
714251586676113411,940,3570,3200947
714214115368108032,990,2480,3200947
714141408463036416,1569,4673,3200947
713919462244790272,869,3564,3200947
713909862279876608,616,2078,3200947
713900603437621249,829,3062,3200947
713761197720473600,1541,5308,3200947
713411074226274305,1440,4802,3200947
713177543487135744,3183,7854,3200947
713175907180089344,1630,4851,3200947
712809025985978368,7602,20378,3200947
712717840512598017,5616,13474,3200947
712668654853337088,1367,4531,3200947
712438159032893441,1756,5799,3200947
712309440758808576,26,269,3200947
712097430750289920,1172,4144,3200947
712092745624633345,1016,3211,3200947
712085617388212225,556,3531,3200947
712065007010385924,700,2451,3200947
711998809858043904,138,0,3200947
711968124745228288,2601,8776,3200947
711743778164514816,1101,3095,3200947
711732680602345472,4653,9756,3200947
711694788429553666,20500,35865,3200947
711652651650457602,1037,4228,3200947
711363825979756544,1287,3996,3200947
711306686208872448,819,3596,3200947
711008018775851008,710,3275,3200947
710997087345876993,1561,4960,3200947
710844581445812225,779,2775,3200947
710833117892898816,606,2937,3200947
710658690886586372,636,2529,3200947
710609963652087808,2624,5227,3200947
710588934686908417,2107,4968,3200947
710296729921429505,833,2574,3200947
710283270106132480,580,2308,3200947
710272297844797440,1425,4945,3200947
710269109699739648,1257,2613,3200947
710153181850935296,1006,3153,3200947
710140971284037632,1008,3017,3200947
710117014656950272,2233,5999,3200947
709918798883774466,1215,3250,3200947
709901256215666688,112,732,3200947
709852847387627521,1336,3824,3200947
709566166965075968,1367,3865,3200947
709556954897764353,1204,3593,3200947
709519240576036864,277,1620,3200947
709449600415961088,665,2420,3200947
709409458133323776,788,2855,3200947
709225125749587968,647,2615,3200947
709207347839836162,6567,13755,3200947
709198395643068416,721,2634,3200947
709179584944730112,763,2213,3200947
709158332880297985,470,2236,3200947
709042156699303936,1864,5197,3200947
708853462201716736,745,1941,3200947
708845821941387268,1015,3226,3200947
708834316713893888,571,1860,3200947
708810915978854401,7848,18036,3200947
708738143638450176,917,2997,3200947
708711088997666817,834,2790,3200947
708479650088034305,765,2768,3200947
708469915515297792,926,3357,3200947
708400866336894977,11330,17516,3200947
708356463048204288,1520,3929,3200947
708349470027751425,831,2568,3200947
708149363256774660,1727,4672,3200947
708130923141795840,943,3707,3200947
708119489313951744,1102,2937,3200947
708109389455101952,610,2124,3200947
708026248782585858,2166,4799,3200947
707995814724026368,1273,3385,3200947
707983188426153984,2,52,3200947
707969809498152960,1097,2941,3200947
707776935007539200,1079,3593,3200947
707741517457260545,696,2718,3200947
707738799544082433,2785,4495,3200947
707693576495472641,1133,3765,3200947
707629649552134146,997,2834,3200947
707610948723478529,7236,18557,3200947
707420581654872064,789,2499,3200947
707411934438625280,673,2486,3200947
707387676719185920,1490,3835,3200947
707377100785885184,1214,3603,3200947
707315916783140866,727,2698,3200947
707297311098011648,903,3022,3200947
707059547140169728,759,2796,3200947
707038192327901184,900,2404,3200947
707021089608753152,1540,4433,3200947
707014260413456384,664,2502,3200947
706904523814649856,8830,15961,3200947
706901761596989440,680,2264,3200947
706681918348251136,1103,3627,3200947
706644897839910912,1224,2814,3200947
706593038911545345,718,2363,3200947
706538006853918722,1580,3778,3200947
706516534877929472,1150,3404,3200947
706346369204748288,1035,3768,3200947
706310011488698368,9034,23443,3200947
706291001778950144,522,1861,3200947
706265994973601792,1030,2979,3200947
706169069255446529,2511,4291,3200947
706166467411222528,1819,5636,3200947
706153300320784384,437,1632,3200947
705975130514706432,842,3397,3200947
705970349788291072,1008,3440,3200947
705898680587526145,643,2597,3200947
705786532653883392,596,2132,3200947
705591895322394625,1308,3475,3200947
705475953783398401,1045,3231,3200947
705442520700944385,1859,4877,3200947
705428427625635840,1931,4188,3200947
705239209544720384,854,3290,3200947
705223444686888960,900,2829,3200947
705102439679201280,585,2342,3200947
705066031337840642,683,2378,3200947
704871453724954624,1245,4585,3200947
704859558691414016,612,2462,3200948
704847917308362754,1727,5594,3200948
704819833553219584,1136,2906,3200948
704761120771465216,3257,7283,3200948
704499785726889984,1124,3212,3200948
704491224099647488,97,840,3200948
704480331685040129,1197,3723,3200948
704364645503647744,3999,8804,3200948
704347321748819968,393,1729,3200948
704134088924532736,519,1653,3200948
704113298707505153,629,2031,3200949
704054845121142784,1028,3201,3200949
703774238772166656,526,2020,3200949
703769065844768768,1276,3621,3200949
703631701117943808,772,2853,3200949
703611486317502464,1709,4229,3200949
703425003149250560,1559,4162,3200949
703407252292673536,786,2685,3200949
703382836347330562,1285,3837,3200949
703356393781329922,429,2085,3200949
703268521220972544,618,2152,3200949
703079050210877440,3494,8064,3200949
703041949650034688,14198,28996,3200950
702932127499816960,811,2825,3200858
702899151802126337,509,1772,3200950
702684942141153280,1215,3516,3200950
702671118226825216,634,2398,3200950
702598099714314240,3712,11332,3200950
702539513671897089,1091,3134,3200950
702332542343577600,1755,3491,3200950
702321140488925184,1156,3604,3200950
702276748847800320,860,2706,3200950
702217446468493312,1526,5268,3200950
701981390485725185,1106,3755,3200950
701952816642965504,1149,4167,3200950
701889187134500865,1558,3905,3200950
701805642395348998,1900,3752,3200950
701601587219795968,523,2299,3200950
701570477911896070,1055,3080,3200950
701545186879471618,680,2902,3200950
701214700881756160,5812,13475,3200950
700890391244103680,653,2437,3200950
700864154249383937,685,2828,3200950
700847567345688576,558,2637,3200950
700796979434098688,1085,2669,3200950
700747788515020802,10673,25130,3200950
700518061187723268,915,2887,3200950
700505138482569216,646,2487,3200950
700462010979500032,2031,4537,3200950
700167517596164096,836,2903,3200950
700151421916807169,754,2450,3200950
700143752053182464,3129,8282,3200950
700062718104104960,778,2890,3200858
700029284593901568,661,2262,3200950
700002074055016451,1529,3627,3200950
699801817392291840,1088,3345,3200950
699788877217865730,557,2458,3200950
699779630832685056,1397,3039,3200950
699775878809702401,690,2150,3200950
699691744225525762,5174,11252,3200950
699446877801091073,2938,6515,3200950
699434518667751424,577,2384,3200950
699423671849451520,383,1505,3200950
699413908797464576,688,2258,3200950
699370870310113280,497,2053,3200950
699323444782047232,983,3466,3200950
699088579889332224,715,2451,3200950
699079609774645248,745,2677,3200950
699072405256409088,1325,3296,3200950
699060279947165696,2059,4173,3200950
699036661657767936,1345,2863,3200950
698989035503689728,1113,3701,3200950
698953797952008193,1020,2975,3200950
698907974262222848,699,2787,3200950
698710712454139905,774,2710,3200950
698703483621523456,425,1608,3200950
698635131305795584,388,1400,3200950
698549713696649216,704,2536,3200950
698355670425473025,516,2046,3200950
698342080612007937,1074,2485,3200950
698262614669991936,2268,5214,3200950
698195409219559425,6750,18408,3200950
698178924120031232,830,3084,3200950
697995514407682048,372,1665,3200950
697990423684476929,1451,3592,3200950
697943111201378304,776,2638,3200950
697881462549430272,1337,3313,3200950
697630435728322560,614,1909,3200950
697616773278015490,1144,3467,3200950
697596423848730625,1425,3306,3200950
697575480820686848,572,2250,3200950
697516214579523584,1282,2281,3200950
697482927769255936,765,2662,3200950
697463031882764288,1552,3748,3200950
697270446429966336,2087,5131,3200950
697259378236399616,1136,3611,3200950
697255105972801536,1315,3316,3200950
697242256848379904,751,2753,3200950
696900204696625153,1156,3492,3200950
696894894812565505,758,2594,3200950
696886256886657024,2016,5317,3200950
696877980375769088,802,2689,3200950
696754882863349760,396,1615,3200950
696744641916489729,1069,2293,3200950
696713835009417216,757,2613,3200950
696518437233913856,1887,4274,3200950
696490539101908992,170,1339,3200950
696488710901260288,1166,2788,3200950
696405997980676096,1284,3531,3200950
696100768806522880,750,2125,3200950
695816827381944320,1320,3287,3200950
695794761660297217,880,3490,3200950
695767669421768709,854,2060,3200950
695629776980148225,2377,5020,3200950
695446424020918272,2026,4787,3200950
695409464418041856,4017,9460,3200950
695314793360662529,1675,4004,3200950
695095422348574720,684,2888,3200950
695074328191332352,1239,3116,3200950
695064344191721472,685,1771,3200950
695051054296211456,885,2918,3200950
694925794720792577,1043,2965,3200950
694905863685980160,1053,3046,3200950
694669722378485760,13517,26068,3200950
694356675654983680,328,1653,3200950
694352839993344000,700,2244,3200950
694342028726001664,557,1727,3200950
694329668942569472,569,2203,3200950
694206574471057408,2297,4582,3200950
694183373896572928,1040,3236,3200950
694001791655137281,1176,3705,3200950
693993230313091072,457,2044,3200950
693942351086120961,413,1896,3200950
693647888581312512,673,2961,3200950
693644216740769793,150,1473,3200950
693642232151285760,472,2790,3200950
693629975228977152,894,2685,3200950
693622659251335168,422,1691,3200950
693590843962331137,2233,5565,3200950
693582294167244802,292,1802,3200950
693486665285931008,698,1941,3200950
693280720173801472,1403,3669,3200950
693267061318012928,925,2622,3200950
693262851218264065,568,2459,3200950
693231807727280129,841,3133,3200950
693155686491000832,3622,8668,3200950
693109034023534592,695,1889,3200950
693095443459342336,523,2056,3200950
692919143163629568,838,2926,3200950
692905862751522816,998,2683,3200950
692901601640583168,682,1971,3200950
692894228850999298,910,2511,3200950
692828166163931137,998,3148,3200950
692752401762250755,4124,7496,3200950
692568918515392513,1737,4739,3200950
692535307825213440,1529,3504,3200950
692530551048294401,474,2021,3200950
692423280028966913,265,1618,3200950
692417313023332352,3917,10275,3200950
692187005137076224,929,2768,3200950
692158366030913536,896,2369,3200950
692142790915014657,438,1798,3200950
692041934689402880,1424,3724,3200950
692017291282812928,1081,3153,3200858
691820333922455552,1860,4329,3200950
691793053716221953,4732,8910,3200950
691756958957883396,1161,3179,3200950
691675652215414786,577,2116,3200950
691483041324204033,656,2608,3200950
691459709405118465,1294,4449,3200950
691444869282295808,955,2890,3200950
691416866452082688,8689,21253,3200950
691321916024623104,747,2828,3200951
691096613310316544,1019,3253,3200951
691090071332753408,385,1867,3200951
690989312272396288,3282,6513,3200951
690959652130045952,1421,3902,3200951
690938899477221376,2245,4536,3200951
690932576555528194,1143,3602,3200951
690735892932222976,1442,4134,3200951
690728923253055490,597,2384,3200951
690690673629138944,898,2547,3200951
690649993829576704,325,1435,3200951
690607260360429569,19,313,3200951
690597161306841088,681,2163,3200951
690400367696297985,509,2041,3200951
690374419777196032,972,3560,3200859
690360449368465409,1006,2925,3200951
690348396616552449,573,1644,3200951
690248561355657216,477,1845,3200951
690021994562220032,1180,3056,3200951
690015576308211712,836,2740,3200951
690005060500217858,1907,4004,3200950
689999384604450816,424,1561,3200950
689993469801164801,518,1618,3200858
689977555533848577,502,1490,3200950
689905486972461056,787,2651,3200950
689877686181715968,1344,3323,3200950
689835978131935233,850,2369,3200950
689661964914655233,1052,3501,3200951
689659372465688576,4412,11394,3200951
689623661272240129,748,2467,3200859
689599056876867584,6265,12795,3200951
689557536375177216,519,2257,3200951
689517482558820352,1609,3735,3200951
689289219123089408,1056,2476,3200951
689283819090870273,1250,3624,3200951
689280876073582592,819,2197,3200951
689275259254616065,285,1273,3200951
689255633275777024,1212,2805,3200951
689154315265683456,1128,3348,3200859
689143371370250240,579,2232,3200951
688916208532455424,983,3003,3200951
688908934925697024,874,2310,3200951
688898160958271489,890,2307,3200951
688894073864884227,792,2462,3200951
688828561667567616,420,1508,3200951
688804835492233216,227,1043,3200951
688789766343622656,759,2434,3200951
688547210804498433,789,2862,3200951
688519176466644993,825,2520,3200951
688385280030670848,5035,10180,3200951
688211956440801280,937,2426,3200951
688179443353796608,669,2328,3200951
688116655151435777,888,3093,3200951
688064179421470721,408,1878,3200951
687841446767013888,2872,6009,3200951
687826841265172480,1292,2989,3200951
687818504314159109,1080,2758,3200951
687807801670897665,801,2625,3200951
687732144991551489,750,1935,3200951
687704180304273409,950,2660,3200951
687664829264453632,576,2121,3200951
687494652870668288,654,2104,3200951
687480748861947905,281,1760,3200951
687476254459715584,619,2187,3200951
687460506001633280,614,2243,3200951
687399393394311168,702,2081,3200951
687317306314240000,10411,22073,3200859
687312378585812992,2146,4777,3200951
687127927494963200,2591,6004,3200951
687124485711986689,577,2371,3200951
687109925361856513,2803,6370,3200951
687102708889812993,1124,2571,3200951
687096057537363968,695,2449,3200951
686947101016735744,3582,9433,3200951
686760001961103360,1551,3852,3200950
686749460672679938,1666,3812,3200950
686730991906516992,1350,4543,3200950
686683045143953408,912,3072,3200950
686618349602762752,1544,4042,3200950
686606069955735556,607,2071,3200950
686394059078897668,769,1928,3200950
686386521809772549,996,3553,3200950
686377065986265092,637,2433,3200950
686358356425093120,776,2398,3200950
686286779679375361,1887,4392,3200950
686050296934563840,836,2420,3200950
686035780142297088,138,1274,3200950
686034024800862208,1324,3424,3200950
686007916130873345,472,2704,3200950
686003207160610816,735,2009,3200950
685973236358713344,611,2326,3200950
685943807276412928,696,1801,3200950
685906723014619143,3303,8277,3200950
685681090388975616,140,2069,3200950
685667379192414208,666,2579,3200950
685663452032069632,1656,3557,3200950
685641971164143616,885,3218,3200950
685547936038666240,17465,35052,3200950
685532292383666176,1298,3336,3200950
685325112850124800,4535,10471,3200950
685321586178670592,735,2910,3200950
685315239903100929,1234,3676,3200950
685307451701334016,496,2262,3200950
685268753634967552,1371,3419,3200950
685198997565345792,764,2566,3200950
685169283572338688,1620,4489,3200950
684969860808454144,421,2374,3200950
684959798585110529,3487,7004,3200950
684940049151070208,1191,3523,3200950
684926975086034944,552,3849,3200950
684914660081053696,1662,3848,3200950
684902183876321280,605,2053,3200950
684880619965411328,936,2305,3200950
684830982659280897,24514,38551,3200950
684800227459624960,1124,2979,3200950
684594889858887680,4016,9843,3200950
684588130326986752,1592,4489,3200950
684567543613382656,1418,3312,3200950
684538444857667585,1085,2915,3200950
684481074559381504,1320,4249,3200951
684460069371654144,628,2169,3200952
684241637099323392,3727,8999,3200952
684225744407494656,239,1369,3200952
684222868335505415,1563,4225,3200952
684200372118904832,1177,2394,3200860
684195085588783105,595,2108,3200952
684188786104872960,1343,3831,3200952
684177701129875456,764,2215,3200952
684147889187209216,1703,3265,3200952
684122891630342144,539,2176,3200952
684097758874210310,1621,4515,3200952
683857920510050305,1262,4163,3200952
683852578183077888,397,2111,3200952
683849932751646720,1116,2896,3200860
683834909291606017,1265,2880,3200952
683828599284170753,1195,3053,3200952
683773439333797890,1533,3684,3200952
683742671509258241,3781,7162,3200860
683515932363329536,3291,8058,3200952
683498322573824003,1095,3469,3200952
683481228088049664,1118,2878,3200952
683462770029932544,761,2676,3200952
683449695444799489,1837,4290,3200952
683391852557561860,2702,8356,3200952
683357973142474752,1059,3238,3200952
683142553609318400,1173,3162,3200952
683111407806746624,1034,3736,3200952
683098815881154561,736,2361,3200952
683078886620553216,634,2176,3200952
683030066213818368,832,2370,3200952
682962037429899265,15043,26239,3200952
682808988178739200,210,1953,3200952
682788441537560576,1258,2706,3200952
682750546109968385,494,1674,3200952
682697186228989953,397,1440,3200952
682662431982772225,1207,3326,3200952
682638830361513985,675,2266,3200952
682429480204398592,1320,3769,3200952
682406705142087680,2019,8319,3200952
682393905736888321,773,2441,3200952
682389078323662849,518,1828,3200952
682303737705140231,1135,3389,3200952
682259524040966145,1375,4578,3200952
682242692827447297,1341,3566,3200952
